﻿pro_rank,title,open_date,total_profit,ticket,total_ticket,screen,screen_shot,make_c,dist_c,mov_class,genre,director,actor,actorS,D,DsumP,DavgP,DminP,DmaxP,mc,MsumP,MavgP,MminP,MmaxP,A,AsumP,AavgP,AminP,AmaxP,Ass,ASsumP,ASavgP,ASminP,ASmaxP
993,...ing,2003.11.28,217269000,34264,34264,7,594,드림맥스(주),(주)튜브엔터테인먼트,12세관람가,"드라마,멜로/로맨스",이언희,임수정,김래원,이언희,11074114756,3691371585,217269000,8882181256,드림맥스(주),217269000,217269000,217269000,217269000,임수정,64926584442,9275226349,217269000,34222160500,김래원,25771453899,8590484633,217269000,17718699499
554,10억,2009.8.6,3107403000,433866,433866,252,12744,(주)이든픽쳐스,(주)싸이더스,15세이상관람가,"스릴러,어드벤처",조민호,박해일,신민아,조민호,5064244000,2532122000,1956841000,3107403000,(주)이든픽쳐스,3569428000,1784714000,462025000,3107403000,박해일,96168582346,16028097058,470675000,55827861500,신민아,29524239405,5904847881,470675000,16636404305
659,1724 기방난동사건,2008.12.3,1897970000,288452,288452,340,19036,(주)싸이더스,(주)싸이더스,15세이상관람가,"사극,액션,코미디",여균동,이정재,김석훈,여균동,1897970000,1897970000,1897970000,1897970000,(주)싸이더스,1.56245E+11,7102062500,386192500,32373120927,이정재,45731397483,15243799161,1897970000,34881330905,김석훈,1897970000,1897970000,1897970000,1897970000
998,19-Nineteen,2009.11.12,209955500,32616,32616,64,1875,(주)삼화네트웍스,씨제이엔터테인먼트,12세이상관람가,드라마,장용우,T.O.P,승리,장용우,209955500,209955500,209955500,209955500,(주)삼화네트웍스,1248813500,416271166.7,209955500,637892500,T.O.P,209955500,209955500,209955500,209955500,승리,209955500,209955500,209955500,209955500
172,1번가의 기적,2007.2.14,15494034100,2535431,2535431,340,54562,(주)두사부필름,씨제이엔터테인먼트,15세이상관람가,"드라마,코미디",윤제균,하지원,임창정,윤제균,2.07766E+11,51941472400,312851500,1.10934E+11,(주)두사부필름,37486323493,9371580873,312851500,15494034100,하지원,74798953721,9349869215,363098800,19391653500,임창정,16134377900,8067188950,640343800,15494034100
118,26년,2012.11.29,21242367145,2963652,2963652,611,50679,영화사청어람(주),"(주)인벤트스톤,영화사청어람(주)",15세이상관람가,"액션,드라마",조근현,진구,한혜진,조근현,21759103645,10879551823,516736500,21242367145,영화사청어람(주),1.69708E+11,28284638241,384127000,66715881300,진구,21242367145,21242367145,21242367145,21242367145,한혜진,35752589445,17876294723,14510222300,21242367145
921,2월 29일 - 어느날 갑자기 첫번째 이야기,2006.7.21,354839000,56958,56958,20,960,"(주)소프트랜드 영상 사업부 에이포스트 픽쳐스,씨제이엔터테인먼트",씨제이엔터테인먼트,15세관람가,공포(호러),정종훈,박은혜,백은진,정종훈,354839000,354839000,354839000,354839000,"(주)소프트랜드 영상 사업부 에이포스트 픽쳐스,씨제이엔터테인먼트",354839000,354839000,354839000,354839000,박은혜,354839000,354839000,354839000,354839000,백은진,354839000,354839000,354839000,354839000
880,4교시 추리영역,2009.8.12,459533500,67602,67602,170,4904,스웨이엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"공포(호러),스릴러",이상용,김호연,유승호,이상용,459533500,459533500,459533500,459533500,스웨이엔터테인먼트,459533500,459533500,459533500,459533500,김호연,459533500,459533500,459533500,459533500,유승호,23232790500,5808197625,459533500,18390012500
957,4등,2016.4.13,284073700,38234,38234,213,4720,"국가인권위원회,정지우 필름","(주)프레인글로벌,CGV아트하우스",15세이상관람가,드라마,정지우,박해준,이항나,정지우,16061774244,4015443561,284073700,9917948044,"국가인권위원회,정지우 필름",284073700,284073700,284073700,284073700,박해준,284073700,284073700,284073700,284073700,이항나,284073700,284073700,284073700,284073700
841,577 프로젝트,2012.8.30,619287500,85534,85534,191,4496,"(주)다세포클럽,(주)무브픽쳐스,(주)판타지오,(주)숲 엔터테인먼트",필라멘트픽쳐스,15세이상관람가,"코미디,드라마",이근우,하정우,공효진,이근우,619287500,619287500,619287500,619287500,"(주)다세포클럽,(주)무브픽쳐스,(주)판타지오,(주)숲 엔터테인먼트",619287500,619287500,619287500,619287500,하정우,3.30423E+11,27535234710,619287500,57570773000,공효진,17933757000,5977919000,619287500,13200412500
811,5백만불의 사나이,2012.7.19,739789500,104736,104736,331,6393,"(주)하리마오픽쳐스,(주)제이와이피엔터테인먼트,(주)바른손이앤에이",씨제이이앤엠(주),15세이상관람가,코미디,김익로,박진영,조성하,김익로,739789500,739789500,739789500,739789500,"(주)하리마오픽쳐스,(주)제이와이피엔터테인먼트,(주)바른손이앤에이",739789500,739789500,739789500,739789500,박진영,739789500,739789500,739789500,739789500,조성하,739789500,739789500,739789500,739789500
339,6년째 연애중,2008.2.5,7422697000,1112238,1112238,326,27465,(주)피카소필름,(주)스튜디오210,15세이상관람가,"멜로/로맨스,드라마",박현진,김하늘,윤계상,박현진,13995471337,6997735669,6572774337,7422697000,(주)피카소필름,7422697000,7422697000,7422697000,7422697000,김하늘,56111597000,11222319400,363240500,26380710000,윤계상,7422697000,7422697000,7422697000,7422697000
506,6월의 일기,2005.12.1,3645962000,593867,593867,169,15249,(주)필름앤픽쳐스,(주)쇼박스,15세관람가,"드라마,범죄",임경수,신은경,이상기,임경수,3645962000,3645962000,3645962000,3645962000,(주)필름앤픽쳐스,3645962000,3645962000,3645962000,3645962000,신은경,3645962000,3645962000,3645962000,3645962000,이상기,3645962000,3645962000,3645962000,3645962000
135,7광구,2011.8.4,19391653500,2242510,2242510,812,47346,"(주)제이케이필름,씨제이이앤엠(주)",씨제이이앤엠(주),15세이상관람가,"SF,액션,스릴러",김지훈,하지원,박철민,김지훈,1.03819E+11,25954703650,2673832500,44098470600,"(주)제이케이필름,씨제이이앤엠(주)",2.07926E+11,41585286461,19391653500,1.10934E+11,하지원,74798953721,9349869215,363098800,19391653500,박철민,37917953300,9479488325,314542400,19391653500
92,7급 공무원,2009.4.22,26380710000,4039891,4039891,475,90779,"(주)하리마오픽쳐스,(주)영화사수작,(주)디씨지플러스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"코미디,액션,드라마,범죄",신태라,김하늘,강지환,신태라,44975560996,14991853665,8842295700,26380710000,"(주)하리마오픽쳐스,(주)영화사수작,(주)디씨지플러스",26380710000,26380710000,26380710000,26380710000,김하늘,56111597000,11222319400,363240500,26380710000,강지환,35749116500,11916372167,400965500,26380710000
10,7번방의 선물,2013.1.23,91431950670,12811213,12811213,866,166817,"(주)화인웍스,(주)씨엘엔터테인먼트",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",이환경,류승룡,박신혜,이환경,1.05016E+11,26254051293,2309055500,91431950670,"(주)화인웍스,(주)씨엘엔터테인먼트",91431950670,91431950670,91431950670,91431950670,류승룡,1.23816E+11,20635969942,334175900,91431950670,박신혜,91431950670,91431950670,91431950670,91431950670
489,가려진 시간,2016.11.16,3948158400,511369,511369,884,30417,(주)바른손이앤에이,(주)쇼박스,12세이상관람가,"드라마,판타지",엄태화,강동원,신은수,엄태화,3948158400,3948158400,3948158400,3948158400,(주)바른손이앤에이,25885881400,8628627133,1970260500,19967462500,강동원,96858736400,12107342050,1859615500,44092710000,신은수,3948158400,3948158400,3948158400,3948158400
669,가루지기,2008.4.30,1777803000,269478,269478,311,17600,(주)프라임엔터테인먼트,(주)쇼박스,청소년관람불가,"드라마,뮤지컬,코미디",신한솔,봉태규,김영애,신한솔,13231791972,4410597324,1777803000,7330992000,(주)프라임엔터테인먼트,17536356501,4384089125,1777803000,9807963501,봉태규,11409061500,2852265375,227157000,4817252500,김영애,1.22824E+11,30705911966,1777803000,82871781800
631,가면,2007.12.27,2139483000,318614,318614,200,11366,(주)디알엠엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,"스릴러,미스터리",양윤호,김강우,김원중,양윤호,29173122500,5834624500,1219746000,9158945500,(주)디알엠엔터테인먼트,2139483000,2139483000,2139483000,2139483000,김강우,60315989546,6701776616,304884500,18979312500,김원중,2139483000,2139483000,2139483000,2139483000
165,가문의 부활 - 가문의 영광3,2006.9.21,15996330400,2598859,2598859,444,51434,(주)태원엔터테인먼트,(주)쇼박스,15세관람가,코미디,정용기,신현준,김원희,정용기,71375439400,10196491343,1324401000,28622355500,(주)태원엔터테인먼트,1.70008E+11,11333875334,220051200,55069686503,신현준,62290520800,10381753467,386192500,28622355500,김원희,19282481400,9641240700,3286151000,15996330400
151,가문의 영광4 - 가문의 수난,2011.9.7,17792219500,2368267,2368267,537,48432,(주)태원엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,코미디,정태원,김수미,신현준,정태원,17792219500,17792219500,17792219500,17792219500,(주)태원엔터테인먼트,1.70008E+11,11333875334,220051200,55069686503,김수미,54741537175,10948307435,4122996972,17792219500,신현준,23795950500,7931983500,1534151500,17792219500
308,가문의 영광5 - 가문의 귀환,2012.12.19,8330342500,1160021,1160021,447,29429,(주)태원엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,정용기,조성현,정준호,정용기,71375439400,10196491343,1324401000,28622355500,(주)태원엔터테인먼트,1.70008E+11,11333875334,220051200,55069686503,조성현,8330342500,8330342500,8330342500,8330342500,정준호,38148196100,9537049025,967522000,20091127000
85,가문의 위기(가문의 영광2),2005.9.7,28622355500,4529876,4529876,351,61009,(주)태원엔터테인먼트,(주)쇼박스,15세관람가,코미디,정용기,신현준,김수미,정용기,71375439400,10196491343,1324401000,28622355500,(주)태원엔터테인먼트,1.70008E+11,11333875334,220051200,55069686503,신현준,62290520800,10381753467,386192500,28622355500,김수미,59073696893,9845616149,389374500,28622355500
579,가발,2005.8.12,2816190000,448161,448161,145,10156,코리아 엔터테인먼트,씨제이엔터테인먼트,15세관람가,공포(호러),원신연,방중현,채민서,원신연,47508108300,11877027075,934380300,30037161000,코리아 엔터테인먼트,37620539003,6270089834,934380300,16751202503,방중현,2816190000,2816190000,2816190000,2816190000,채민서,2816190000,2816190000,2816190000,2816190000
648,가비,2012.3.15,1969360500,270602,270602,339,17388,(주)오션필름,(주)시네마서비스,15세이상관람가,"드라마,멜로/로맨스,미스터리",장윤현,주진모,김소연,장윤현,11221097500,3740365833,1488328000,7763409000,(주)오션필름,1969360500,1969360500,1969360500,1969360500,주진모,27751311500,6937827875,706033000,13446137500,김소연,1969360500,1969360500,1969360500,1969360500
749,가시,2014.4.10,1095301000,142170,142170,356,11622,"(주)캠프비,(주)뱅가드스튜디오",(주)인벤트스톤,청소년관람불가,"멜로/로맨스,드라마",김태균,장혁,조보아,김태균,20507042500,4101408500,1095301000,8023653000,"(주)캠프비,(주)뱅가드스튜디오",1095301000,1095301000,1095301000,1095301000,장혁,23947636000,7982545333,1077451000,21774884000,조보아,1095301000,1095301000,1095301000,1095301000
505,가을로,2006.10.26,3653445400,601733,601733,255,18905,㈜영화세상,롯데쇼핑㈜롯데엔터테인먼트,15세관람가,"멜로/로맨스,드라마",김대승,유지태,엄지원,김대승,40001250933,10000312733,3653445400,19330302500,㈜영화세상,6515836900,3257918450,2862391500,3653445400,유지태,16815850880,2802641813,391554441,6102712539,엄지원,51586262924,7369466132,1899792000,18529880600
360,가족,2004.9.3,8051239500,1102565,1270581,104,22958,튜브픽쳐스(주),(주)튜브엔터테인먼트,15세관람가,드라마,이정철,수애,주현,이정철,13754953000,4584984333,1073144500,8051239500,튜브픽쳐스(주),22525126700,3754187783,327192000,8051239500,수애,34978837042,6995767408,1073144500,11200872500,주현,9124384000,4562192000,1073144500,8051239500
727,가족의 탄생,2006.5.18,1220941000,200404,200404,149,7882,블루스톰(주),롯데쇼핑㈜롯데엔터테인먼트,15세관람가,드라마,김태용,문소리,엄태웅,김태용,7551610900,3775805450,1220941000,6330669900,블루스톰(주),7788968500,2596322833,1220941000,4376240500,문소리,51177912200,8529652033,384127000,26119699000,엄태웅,9316993500,4658496750,1220941000,8096052500
338,각설탕,2006.8.10,7424957700,1229762,1229762,228,23671,(주)싸이더스,씨제이엔터테인먼트,전체관람가,드라마,이환경,임수정,박은수,이환경,1.05016E+11,26254051293,2309055500,91431950670,(주)싸이더스,1.56245E+11,7102062500,386192500,32373120927,임수정,64926584442,9275226349,217269000,34222160500,박은수,7424957700,7424957700,7424957700,7424957700
311,간 큰 가족,2005.6.9,8212961893,1305518,1305518,247,31517,(주)두사부필름,(주)쇼박스,12세관람가,코미디,조명남,감우성,김수미,조명남,10457652393,5228826197,2244690500,8212961893,(주)두사부필름,37486323493,9371580873,312851500,15494034100,감우성,96490963693,12061370462,273950500,66014775400,김수미,59073696893,9845616149,389374500,28622355500
275,간기남,2012.4.11,9356404500,1246185,1246185,396,38155,"(주)트로피엔터테인먼트,㈜더드림앤드픽쳐스",(주)쇼박스,청소년관람불가,"코미디,스릴러",김형준,박희순,박시연,김형준,17953694500,8976847250,8597290000,9356404500,"(주)트로피엔터테인먼트,㈜더드림앤드픽쳐스",9356404500,9356404500,9356404500,9356404500,박희순,35333136000,7066627200,329280000,17797131500,박시연,22802542000,11401271000,9356404500,13446137500
286,간신,2015.5.21,8946889910,1110255,1110255,697,40583,(주)수필름,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,사극,민규동,주지훈,김강우,민규동,67871959910,11311993318,274964000,34222160500,(주)수필름,38974871877,5567838840,784148500,9362086648,주지훈,21821594314,7273864771,5454304904,8946889910,김강우,9651524910,4825762455,704635000,8946889910
278,간첩,2012.9.20,9316548500,1310895,1310895,576,41726,(주)영화사울림,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,코미디,액션",우민호,김명민,염정아,우민호,90571858932,22642964733,7683092100,56598333057,(주)영화사울림,9316548500,9316548500,9316548500,9316548500,김명민,1.4371E+11,15967822806,3443753000,35841769500,염정아,16434749000,5478249667,1490000000,9316548500
113,감기,2013.8.14,21774884000,3117859,3117859,806,55046,"아이러브시네마,(주)아이필름홀딩스,씨제이이앤엠(주)",아이러브시네마,15세이상관람가,"드라마,어드벤처,액션",김성수,장혁,수애,김성수,47694326162,15898108721,5339725500,21774884000,"아이러브시네마,(주)아이필름홀딩스,씨제이이앤엠(주)",21774884000,21774884000,21774884000,21774884000,장혁,23947636000,7982545333,1077451000,21774884000,수애,27379169700,9126389900,1744090200,21774884000
57,감시자들,2013.7.3,39380162179,5508017,5508017,949,100309,영화사 집,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션","조의석,김병서",설경구,정우성,"조의석,김병서",39380162179,39380162179,39380162179,39380162179,영화사 집,2.51054E+11,27894937454,6256243213,58068236865,설경구,3.09082E+11,19317602939,2195870500,81025004000,정우성,45134227479,22567113740,5754065300,39380162179
152,강남 1970,2015.1.21,17718699499,2192276,2192276,841,53304,"(주)모베라픽처스,(주)쇼박스",(주)쇼박스,청소년관람불가,"액션,드라마",유하,이민호,김래원,유하,70397565999,14079513200,3837152000,25411823400,"(주)모베라픽처스,(주)쇼박스",17718699499,17718699499,17718699499,17718699499,이민호,17718699499,17718699499,17718699499,17718699499,김래원,25771453899,8590484633,217269000,17718699499
429,강력 3반,2005.9.29,5053205500,828112,828112,174,19951,(주)씨네넷,롯데쇼핑㈜롯데엔터테인먼트,15세관람가,액션,손희창,김민준,허준호,손희창,5053205500,5053205500,5053205500,5053205500,(주)씨네넷,5053205500,5053205500,5053205500,5053205500,김민준,5053205500,5053205500,5053205500,5053205500,허준호,6793496000,3396748000,1740290500,5053205500
649,강적,2006.6.22,1956841000,318142,318142,235,12045,(주)미로비젼,(주)쇼박스,15세관람가,"액션,드라마",조민호,박중훈,천정명,조민호,5064244000,2532122000,1956841000,3107403000,(주)미로비젼,1956841000,1956841000,1956841000,1956841000,박중훈,29474762000,4912460333,362910000,9860797500,천정명,2319939800,1159969900,363098800,1956841000
683,강철대오:구국의 철가방,2012.10.25,1614867156,233211,233211,366,15187,스페이스엠(주),롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,코미디,육상효,김인권,유다인,육상효,13098288656,4366096219,1614867156,7013842000,스페이스엠(주),1614867156,1614867156,1614867156,1614867156,김인권,18699083156,3739816631,314542400,7013842000,유다인,1614867156,1614867156,1614867156,1614867156
84,강철중: 공공의 적 1-1,2008.6.19,28638460100,4313101,4313101,707,74154,"(주)시네마서비스글로벌,(주)시네마서비스","씨제이엔터테인먼트,(주)시네마서비스",15세이상관람가,"드라마,액션",강우석,설경구,정재영,강우석,1.40622E+11,15624638440,599122500,28638460100,"(주)시네마서비스글로벌,(주)시네마서비스",33630609600,16815304800,4992149500,28638460100,설경구,3.09082E+11,19317602939,2195870500,81025004000,정재영,1.11703E+11,18617203965,327192000,40328508500
613,개를 훔치는 완벽한 방법,2014.12.31,2329754965,306402,306402,205,8828,(주)삼거리픽쳐스,"(주)리틀빅픽쳐스,(주)대명문화공장",전체관람가,"드라마,가족",김성호,김혜자,이레,김성호,2329754965,2329754965,2329754965,2329754965,(주)삼거리픽쳐스,2329754965,2329754965,2329754965,2329754965,김혜자,22297217465,11148608733,2329754965,19967462500,이레,2329754965,2329754965,2329754965,2329754965
296,거룩한 계보,2006.10.19,8759204600,1433696,1433696,372,32113,(주)시네마서비스글로벌,씨제이엔터테인먼트,15세관람가,"드라마,액션",장진,정재영,정준호,장진,62826762799,6980751422,542739500,18567863300,(주)시네마서비스글로벌,59152296200,11830459240,542739500,24326346000,정재영,1.26748E+11,9053463904,663144000,25437192500,정준호,38148196100,9537049025,967522000,20091127000
961,거미숲,2004.9.3,273950500,42055,42055,61,1159,(주)오크필름,영화사청어람(주),18세관람가,"미스터리,범죄",송일곤,감우성,이은주,송일곤,7864959000,3932479500,273950500,7591008500,(주)오크필름,273950500,273950500,273950500,273950500,감우성,96490963693,12061370462,273950500,66014775400,이은주,273950500,273950500,273950500,273950500
122,거북이 달린다,2009.6.11,20618276000,3024666,3024666,432,69946,(주)씨네이천,(주)쇼박스,15세이상관람가,"드라마,액션,범죄",이연우,김윤석,정경호,이연우,32306658888,16153329444,11688382888,20618276000,(주)씨네이천,88153649881,11019206235,253673000,39869706381,김윤석,4.07696E+11,31361226474,5970851500,93665632500,정경호,29461852000,9820617333,1190809000,20618276000
79,건축학개론,2012.3.22,30220536000,4110790,4110790,593,106064,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"멜로/로맨스,드라마",이용주,엄태웅,한가인,이용주,32016270500,16008135250,1795734500,30220536000,(주)명필름,68535281533,11422546922,1074486100,30220536000,엄태웅,70113766000,11685627667,1194185500,30220536000,한가인,30220536000,30220536000,30220536000,30220536000
817,걷기왕,2016.10.20,710905075,95542,95542,462,10476,㈜인디스토리,CGV아트하우스,12세이상관람가,드라마,백승화,심은경,박주희,백승화,710905075,710905075,710905075,710905075,㈜인디스토리,1216008665,608004332.5,505103590,710905075,심은경,68642627660,22880875887,710905075,62697419249,박주희,710905075,710905075,710905075,710905075
686,걸스카우트,2008.6.5,1545587500,248813,248813,265,13200,(주)보경사,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,범죄,코미디",김상만,나문희,김선아,김상만,11116330441,3705443480,391554441,9179188500,(주)보경사,14362807578,4787602526,1545587500,8952096578,나문희,10196773500,5098386750,1545587500,8651186000,김선아,5855325000,1951775000,1432123500,2877614000
800,걸프렌즈,2009.12.17,781692500,108396,108396,245,8038,"영화사 아람(주),(주)미로비젼",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"멜로/로맨스,코미디",강석범,강혜정,한채영,강석범,12071481400,3017870350,781692500,7835485400,"영화사 아람(주),(주)미로비젼",781692500,781692500,781692500,781692500,강혜정,23159567590,3859927932,781692500,9846423390,한채영,7786351000,3893175500,781692500,7004658500
14,검사외전,2016.2.3,77319445264,9707158,9707158,1812,153521,"(주)영화사 월광,(주)사나이픽처스",(주)쇼박스,15세이상관람가,"범죄,코미디",이일형,황정민,강동원,이일형,77319445264,77319445264,77319445264,77319445264,"(주)영화사 월광,(주)사나이픽처스",77319445264,77319445264,77319445264,77319445264,황정민,4.6827E+11,36020791083,303851500,1.10934E+11,강동원,2.54935E+11,50986964344,36985578499,77319445264
50,검은 사제들,2015.11.5,42407832092,5442553,5442553,1109,131172,영화사 집,씨제이이앤엠(주),15세이상관람가,"미스터리,드라마",장재현,김윤석,강동원,장재현,42407832092,42407832092,42407832092,42407832092,영화사 집,2.51054E+11,27894937454,6256243213,58068236865,김윤석,4.07696E+11,31361226474,5970851500,93665632500,강동원,2.54935E+11,50986964344,36985578499,77319445264
292,검은 집,2007.6.21,8842295700,1322196,1322196,332,39880,"씨제이엔터테인먼트,가도카와헤럴드픽쳐스",씨제이엔터테인먼트,청소년관람불가,"스릴러,미스터리,공포(호러)",신태라,김혜정,황정민,신태라,44975560996,14991853665,8842295700,26380710000,"씨제이엔터테인먼트,가도카와헤럴드픽쳐스",8842295700,8842295700,8842295700,8842295700,김혜정,31051971000,15525985500,8842295700,22209675300,황정민,1.12944E+11,14118056835,274964000,55863520382
886,결정적 한방,2011.12.7,439400000,60944,60944,160,6266,(주)오디이엔티,(주)화앤담이엔티,15세이상관람가,"코미디,드라마",박중구,유동근,윤진서,박중구,439400000,439400000,439400000,439400000,(주)오디이엔티,439400000,439400000,439400000,439400000,유동근,439400000,439400000,439400000,439400000,윤진서,12384430900,4128143633,439400000,10738218900
305,결혼전야,2013.11.21,8444337719,1214836,1214836,524,38845,(주)수필름,씨너스엔터테인먼트(주),15세이상관람가,"멜로/로맨스,코미디",홍지영,김강우,김효진,홍지영,18737884467,6245961489,931460100,9362086648,(주)수필름,38974871877,5567838840,784148500,9362086648,김강우,60315989546,6701776616,304884500,18979312500,김효진,8444337719,8444337719,8444337719,8444337719
585,경성학교: 사라진 소녀들,2015.6.18,2749609100,356415,356415,489,18520,"청년필름(주),비밀의화원",롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"미스터리,드라마",이해영,박보영,엄지원,이해영,4267498600,2133749300,1517889500,2749609100,"청년필름(주),비밀의화원",2749609100,2749609100,2749609100,2749609100,박보영,20377832488,6792610829,2749609100,11688382888,엄지원,51586262924,7369466132,1899792000,18529880600
874,경주,2014.6.12,470675000,63150,63150,318,5713,"(주)인벤트스톤,(주)률필름",(주)인벤트스톤,15세이상관람가,"드라마,코미디,멜로/로맨스",장률,박해일,신민아,장률,470675000,470675000,470675000,470675000,"(주)인벤트스톤,(주)률필름",470675000,470675000,470675000,470675000,박해일,96168582346,16028097058,470675000,55827861500,신민아,29524239405,5904847881,470675000,16636404305
512,계춘할망,2016.5.19,3599680348,482259,482259,526,19641,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스",(주)콘텐츠 난다긴다,15세이상관람가,"가족,드라마",창,윤여정,김고은,창,36060808648,12020269549,3599680348,22256769300,"지오엔터테인먼트,(주)퍼플켓츠필름,(주)빅스토리픽쳐스",3599680348,3599680348,3599680348,3599680348,윤여정,4484614648,2242307324,884934300,3599680348,김고은,19728595741,6576198580,3599680348,11990707878
492,고고 70,2008.10.3,3865123500,595145,595145,369,26844,(주)보경사,(주)쇼박스,15세이상관람가,드라마,최호,곽선영,조승우,최호,23751527178,7917175726,3865123500,10934307100,(주)보경사,14362807578,4787602526,1545587500,8952096578,곽선영,3865123500,3865123500,3865123500,3865123500,조승우,75074242257,18768560564,2307824200,56598333057
902,고녀석 맛나겠다2 : 함께라서 행복해,2015.7.29,384800000,55675,55675,142,1768,(주)미디어캐슬,(주)리틀빅픽쳐스,전체관람가,"애니메이션,가족,어드벤처","최경석,노나카 카즈미",엄상현,시영준,"최경석,노나카 카즈미",384800000,384800000,384800000,384800000,(주)미디어캐슬,384800000,384800000,384800000,384800000,엄상현,2985029320,597005864,264189420,1171479200,시영준,384800000,384800000,384800000,384800000
313,고령화 가족,2013.5.9,8169492153,1141222,1141222,583,37524,(주)인벤트스톤,씨제이이앤엠(주),15세이상관람가,"드라마,코미디",송해성,우혜진,박해일,송해성,41220040153,10305010038,6482309500,14938458000,(주)인벤트스톤,8169492153,8169492153,8169492153,8169492153,우혜진,16781053153,5593684384,515508500,8169492153,박해일,1.51529E+11,15152900461,1258000500,44395967609
252,고死 : 피의 중간고사,2008.8.7,10204359000,1618814,1618814,270,41281,"(주)코어콘텐츠미디어,(주)워터앤트리",에스케이텔레콤(주),15세이상관람가,"공포(호러),스릴러",창,이범수,남규리,창,36060808648,12020269549,3599680348,22256769300,"(주)코어콘텐츠미디어,(주)워터앤트리",10204359000,10204359000,10204359000,10204359000,이범수,34756471000,6951294200,4073017000,10204359000,남규리,10204359000,10204359000,10204359000,10204359000
400,고死 두 번째 이야기: 교생실습,2010.7.28,5802318000,857038,857038,313,23307,(주)코어콘텐츠미디어,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"공포(호러),스릴러",유선동,김수로,황정음,유선동,7909210000,3954605000,2106892000,5802318000,(주)코어콘텐츠미디어,10526532000,5263266000,4724214000,5802318000,김수로,33194954100,4742136300,542739500,9693558300,황정음,5802318000,5802318000,5802318000,5802318000
352,"고산자, 대동여지도",2016.9.7,7801007258,893009,974262,756,31682,(주)시네마서비스,씨제이이앤엠(주),전체관람가,사극,강우석,김율호,차승원,강우석,1.40622E+11,15624638440,599122500,28638460100,(주)시네마서비스,90810602258,8255509296,599122500,20091127000,김율호,8400129758,4200064879,599122500,7801007258,차승원,24437495258,6109373815,599122500,13287054000
441,고양이: 죽음을 보는 두 개의 눈,2011.7.7,4780632000,672340,672340,304,18975,파인하우스필름(주),(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,공포(호러),변승욱,김예론,김동욱,변승욱,6032219700,3016109850,1251587700,4780632000,파인하우스필름(주),15048188000,7524094000,4780632000,10267556000,김예론,4780632000,4780632000,4780632000,4780632000,김동욱,24653674000,8217891333,542739500,19330302500
111,고지전,2011.7.20,21968680600,2945151,2945151,585,53739,(주)티피에스컴퍼니,(주)쇼박스,15세이상관람가,"드라마,전쟁",장훈,신하균,고수,장훈,71089850600,23696616867,8967441000,40153729000,(주)티피에스컴퍼니,25564018589,8521339530,235292500,21968680600,신하균,87352569028,10919071129,522848900,40328508500,고수,35017707345,17508853673,13049026745,21968680600
31,곡성,2016.5.12,55863520382,6879908,6879908,1485,130322,"(주)사이드미러,이십세기폭스 인터내셔널 프로덕션",이십세기폭스코리아(주),15세이상관람가,"미스터리,스릴러,드라마",나홍진,곽도원,황정민,나홍진,1.07347E+11,35782378461,17497165500,55863520382,"(주)사이드미러,이십세기폭스 인터내셔널 프로덕션",55863520382,55863520382,55863520382,55863520382,곽도원,55863520382,55863520382,55863520382,55863520382,황정민,1.12944E+11,14118056835,274964000,55863520382
129,공공의 적 2,2005.1.27,20091127000,3134421,3134421,299,40642,(주)시네마서비스,(주)시네마서비스,15세관람가,드라마,강우석,설경구,정준호,강우석,1.40622E+11,15624638440,599122500,28638460100,(주)시네마서비스,90810602258,8255509296,599122500,20091127000,설경구,3.09082E+11,19317602939,2195870500,81025004000,정준호,38148196100,9537049025,967522000,20091127000
465,공모자들,2012.8.29,12240964500,569398,1646142,385,21042,(주)영화사채움,"씨너스엔터테인먼트(주),타임스토리그룹(주)",청소년관람불가,"범죄,스릴러",김홍선,임창정,최다니엘,김홍선,40100381783,13366793928,7965119500,19894297783,(주)영화사채움,20206084000,10103042000,7965119500,12240964500,임창정,65384561005,6538456101,1899792000,13466476000,최다니엘,22871025005,7623675002,2664941005,12240964500
